184,12
120,93
190,51
22,168
24,122
123,7
67,61
138,140
90,64
120,6
156,193
93,14
31,90
31,26
113,9
10,161
132,22
79,67
68,63
90,120
50,9
23,155
21,103
175,95
23,22
171,191
21,17
178,10
171,17
85,91
189,97
14,179
181,64
94,103
26,190
66,50
186,61
64,34
186,95
128,177
88,12
163,191
163,130
186,181
175,132
65,82
162,56
193,107
95,106
165,190
10,160
140,184
184,123
142,196
92,165
177,103
85,175
23,188
44,61
26,161
26,125
97,169
186,189
165,90
92,116
164,62
133,144
17,148
22,176
32,10
161,6
144,88
52,81
19,152
16,102
18,181
85,171
33,196
28,197
92,136
22,82
190,97
14,124
17,83
98,52
172,96
13,184
135,155
75,85
92,48
130,30
173,191
132,91
18,15
19,59
133,52
180,187
94,146
92,103
94,23
180,110
191,120
129,92
15,187
182,122
170,191
155,147
135,172
40,189
60,187
180,106
137,183
21,84
130,62
123,62
148,147
34,63
147,151
16,63
185,121
94,25
95,133
177,7
162,194
139,190
101,140
23,125
16,119
189,102
87,107
76,98
94,118
19,196
63,185
143,148
42,57
17,121
25,91
63,193
187,129
18,119
29,190
69,82
122,168
13,147
94,10
72,187
14,113
160,188
133,8
131,145
33,6
30,187
177,126
100,122
22,102
137,166
184,11
130,33
142,141
26,156
80,173
88,93
88,113
183,61
124,158
136,14
11,113
13,131
48,192
141,84
99,25
19,113
67,27
131,30
14,60
64,90
82,187
99,144
134,83
99,23
24,81
180,181
25,120
131,48
183,109
163,143
170,130
139,183
87,144
87,129
160,189
145,155
11,145
138,8
53,192
61,92
160,81
16,194
176,182
84,155
80,180
130,146
171,186
139,82
134,169
95,25
19,175
18,134
99,124
152,136
154,197
179,107
99,35
167,138
187,97
64,44
129,37
95,27
130,48
15,117
114,52
93,160
155,139
140,7
163,88
173,135
60,46
97,34
187,57
77,92
88,114
40,34
130,166
186,45
174,92
62,182
77,182
152,196
169,189
175,114
93,57
93,146
182,114
40,78
17,84
172,84
178,184
93,147
135,165
16,82
20,82
139,189
47,44
15,58
176,111
82,62
95,13
45,58
147,191
29,191
191,103
126,58
91,131
186,100
193,111
162,77
60,90
178,63
12,173
175,125
35,83
12,117
186,105
184,128
69,185
169,129
168,125
73,88
170,185
30,22
179,128
85,92
13,105
23,161
161,88
61,184
38,186
165,88
158,87
156,199
161,132
18,128
99,139
73,175
11,150
22,116
34,192
90,179
87,160
70,185
147,84
11,85
188,109
93,136
83,158
155,197
171,124
190,99
22,87
101,125
24,61
78,65
17,113
175,85
182,87
32,79
53,187
180,128
70,190
159,81
122,61
181,10
194,57
21,191
170,94
125,7
38,57
16,150
176,65
143,82
11,183
116,9
163,12
123,92
149,81
83,99
181,65
191,9
185,95
88,147
97,30
99,159
131,166
79,62
13,186
23,186
192,45
157,191
126,87
97,41
126,93
16,96
155,78
66,86
175,139
92,176
18,177
167,131
63,47
20,61
42,86
90,128
17,77
169,131
192,100
38,188
64,81
96,38
127,175
89,156
137,87
136,9
148,151
11,152
182,38
114,11
170,192
175,193
41,192
132,190
21,158
86,115
142,192
148,78
25,128
74,191
161,143
34,195
190,55
156,135
25,110
21,192
58,189
15,107
23,91
180,115
13,174
17,112
174,93
166,198
89,172
146,145
90,62
67,24
145,137
63,81
76,66
98,129
11,118
15,188
150,144
114,8
95,128
23,100
196,8
98,166
91,19
36,57
95,35
136,175
17,135
99,36
160,86
98,15
176,129
79,186
48,188
169,17
16,108
177,85
182,9
177,30
97,161
37,41
122,87
10,188
73,8
96,159
188,34
59,185
10,108
67,25
177,93
92,174
77,64
124,9
171,84
85,96
98,30
93,158
171,123
20,159
97,46
81,171
102,128
164,186
169,81
174,127
150,190
88,132
79,94
78,103
23,170
11,139
27,22
145,194
21,130
101,146
23,175
72,62
68,11
36,82
176,194
60,183
72,92
54,80
23,108
21,135
116,6
100,139
165,132
131,51
27,23
79,63
79,86
169,6
11,133
66,37
69,179
131,153
40,39
23,15
83,170
171,135
21,93
186,90
166,87
18,110
84,178
135,145
125,174
94,154
36,7
66,95
35,87
17,197
13,107
178,133
62,190
93,34
76,11
23,156
121,85
13,93
95,170
186,42
157,144
152,144
186,44
68,88
28,29
175,117
182,27
32,27
24,123
185,93
88,62
135,24
82,65
137,84
88,156
21,182
46,50
68,188
37,80
89,170
147,83
153,190
146,146
147,150
150,148
186,37
191,46
165,17
138,190
20,13
154,88
178,186
14,11
141,11
156,86
66,18
49,193
29,25
13,152
128,19
11,87
168,139
10,111
84,172
141,153
159,142
91,142
194,8
162,78
152,85
73,176
17,125
87,10
191,97
23,163
131,92
192,8
102,129
80,89
87,124
21,148
170,17
160,196
120,55
17,137
95,15
71,189
10,154
39,191
72,82
183,122
183,189
60,49
27,10
55,91
32,12
172,188
147,139
183,106
76,178
67,44
19,184
89,167
130,20
93,142
17,194
132,19
49,79
24,150
91,134
93,157
36,78
181,123
11,157
16,145
101,41
66,14
149,192
95,118
33,61
176,92
23,65
56,80
145,191
133,149
139,7
68,86
178,109
92,135
15,183
24,189
162,9
153,134
22,117
45,88
20,182
49,90
25,164
142,10
17,155
173,97
173,92
178,105
151,145
169,90
94,60
128,6
15,185
139,156
93,18
52,192
176,190
22,156
154,77
25,96
115,10
122,85
13,185
190,107
140,151
162,10
101,118
162,187
26,108
191,48
55,186
128,37
191,117
76,61
121,11
46,7
98,143
51,77
36,192
175,189
89,7
161,189
20,12
36,62
85,101
64,20
18,13
103,137
189,43
135,79
13,155
163,61
58,186
145,7
66,93
132,28
23,158
164,83
28,79
33,35
83,164
46,193
130,183
94,140
77,174
15,104
153,196
13,133
11,130
22,155
191,115
178,96
30,62
58,194
26,97
15,176
98,46
178,99
169,66
180,130
83,94
103,128
151,195
140,153
135,55
31,88
12,128
132,40
158,81
78,100
180,33
31,188
191,104
191,44
120,98
129,40
22,143
145,197
13,80
90,173
155,82
125,177
89,157
20,191
147,137
173,23
132,174
83,64
192,42
16,157
170,197
38,191
96,115
129,187
128,179
22,136
80,177
95,60
133,57
174,23
163,78
93,153
57,189
23,168
22,141
36,61
25,158
92,143
178,193
54,196
189,52
179,133
136,56
102,136
25,90
171,64
96,17
158,133
47,197
87,109
59,34
115,53
90,118
136,48
68,89
99,126
95,145
62,43
16,173
16,136
78,101
130,27
178,33
50,90
97,14
167,197
132,33
78,184
177,137
22,123
132,89
155,149
157,143
10,115
186,43
10,175
55,194
100,33
50,194
185,59
15,170
12,103
143,145
142,80
19,99
180,185
148,82
163,82
139,195
128,34
135,168
178,26
128,50
96,112
129,42
16,62
11,155
123,163
176,94
184,129
140,84
99,48
28,191
129,90
26,22
34,36
180,97
70,10
17,174
43,85
76,179
131,156
49,185
182,60
176,97
181,6
182,30
166,194
37,32
38,7
15,110
11,95
60,41
18,132
157,79
179,131
101,33
124,89
168,89
170,127
95,61
11,127
78,171
87,149
84,63
185,39
35,61
192,43
80,106
100,151
82,98
70,96
66,80
179,99
153,137
17,177
40,90
181,190
132,66
14,118
14,180
150,82
16,11
131,60
15,100
17,143
141,187
76,86
168,85
187,119
159,194
161,84
14,98
85,99
187,42
140,179
134,154
21,21
74,100
178,93
189,63
17,145
59,85
10,189
95,102
72,181
13,128
150,196
43,48
139,84
130,39
77,97
87,168
119,87
88,95
11,146
89,155
135,164
33,191
146,184
88,155
187,128
24,131
126,62
61,188
144,186
186,126
97,154
12,166
77,91
12,88
97,23
101,27
158,79
18,86
47,79
12,134
17,156
145,195
25,135
173,26
69,85
150,134
89,11
132,63
45,12
90,65
188,63
48,83
67,15
86,142
100,150
47,77
19,96
75,86
14,141
115,6
99,41
85,165
26,99
73,92
123,168
33,31
20,136
128,64
171,12
95,120
126,92
13,92
174,99
152,78
172,82
191,113
162,6
88,65
181,96
164,61
22,139
59,35
97,138
157,132
182,117
122,11
120,84
82,8
125,160
184,111
181,132
128,20
14,126
167,130
59,187
93,33
96,136
15,112
119,60
91,110
18,114
91,154
89,99
24,128
126,167
178,101
133,33
136,8
155,187
184,61
133,88
122,92
89,114
129,148
96,21
33,33
87,167
28,11
79,8
83,95
160,135
139,10
130,158
169,9
176,137
180,96
28,12
138,163
99,117
96,60
17,160
25,160
24,139
81,96
88,175
71,187
184,125
60,91
166,12
187,9
173,131
45,90
99,153
79,183
166,61
21,80
149,147
90,151
130,6
31,187
92,55
185,105
26,11
28,87
158,198
176,112
39,37
23,184
181,184
70,57
171,138
10,173
164,131
42,50
137,77
90,133
18,169
82,100
86,63
96,59
93,113
42,193
160,133
97,168
23,195
121,55
164,130
14,167
95,160
98,119
19,164
173,27
171,21
91,127
84,110
129,88
136,79
12,177
75,87
121,57
128,152
14,132
191,116
11,92
58,92
129,9
96,139
92,127
83,112
128,156
64,31
15,172
24,116
124,178
176,132
129,162
95,153
94,31
132,13
87,119
179,182
22,11
156,83
94,150
11,194
124,174
150,141
71,183
91,115
72,9
13,191
19,160
93,127
21,176
99,163
39,58
91,152
146,153
83,184
180,131
90,58
186,102
39,35
12,189
193,55
124,84
97,43
13,163
23,151
143,140
13,179
26,62
145,144
65,15
162,136
89,16
23,16
49,190
183,132
165,60
35,190
26,149
182,126
187,125
41,39
192,117
92,155
131,20
175,96
86,117
11,90
183,90
123,91
21,157
70,183
18,8
129,30
35,189
63,41
88,96
136,16
176,9
100,36
59,80
26,17
71,10
37,89
129,79
154,133
170,138
150,187
10,86
131,187
92,107
38,185
130,160
10,158
96,163
151,79
21,129
63,34
83,168
194,47
28,62
100,129
20,170
164,142
146,148
97,27
35,35
136,28
183,185
81,65
40,8
151,197
95,117
149,138
82,172
173,190
44,50
84,101
40,49
63,55
188,57
133,24
128,52
68,57
97,57
32,32
156,189
67,84
192,12
29,186
197,7
42,36
167,128
173,183
37,6
12,111
181,87
46,54
60,191
95,50
16,114
34,25
68,179
99,136
71,186
61,191
138,149
74,95
14,101
76,97
164,60
156,81
169,23
10,149
83,103
10,101
180,127
60,32
50,10
62,37
95,165
24,90
23,87
49,187
99,56
12,163
135,161
82,180
137,181
149,150
101,142
177,96
65,11
72,11
102,149
79,167
22,92
95,111
136,22
155,83
93,48
14,161
11,96
156,148
181,62
133,12
166,86
20,103
79,9
135,85
178,90
170,88
90,156
178,129
158,85
136,31
123,87
42,12
19,183
25,138
12,164
10,89
42,47
14,108
22,83
166,187
36,77
78,185
187,102
188,47
77,103
16,186
131,85
79,176
185,45
19,155
96,134
20,161
21,124
63,26
19,189
86,123
168,66
132,56
65,39
179,8
31,33
81,11
141,151
93,39
178,9
17,181
119,94
127,178
129,11
62,20
178,126
160,80
42,40
173,63
95,116
129,25
145,148
98,128
194,52
68,16
91,126
58,90
76,187
116,54
35,26
171,140
179,11
44,55
14,153
26,182
51,82
186,118
29,88
99,127
28,82
185,10
138,78
155,188
136,49
32,6
95,107
13,183
49,88
129,50
98,135
66,42
77,89
78,176
87,126
137,175
68,96
61,40
88,105
170,9
10,143
181,101
134,171
39,84
171,129
131,66
26,104
179,112
68,53
36,194
124,164
185,46
34,6
74,176
63,82
92,121
165,9
137,11
123,171
25,179
79,182
96,147
173,6
33,190
46,83
62,80
136,167
136,181
122,94
185,101
20,127
86,96
131,40
123,161
171,11
101,139
12,89
178,115
179,117
139,77
39,196
126,61
130,156
181,89
88,100
36,185
161,129
26,159
11,83
173,136
132,150
32,28
179,124
89,149
142,82
25,19
11,119
134,10
17,183
21,104
194,7
96,127
29,77
139,180
173,124
35,6
162,133
66,89
179,135
146,86
86,106
42,186
26,118
140,160
36,187
92,139
84,167
180,26
144,139
26,27
80,99
13,166
97,135
177,106
147,80
31,87
184,56
90,100
153,87
143,191
122,8
123,169
178,23
21,115
23,12
159,130
95,141
178,182
91,99
97,19
122,161
173,84
16,121
20,60
17,139
15,97
99,47
46,8
29,20
140,141
72,64
14,181
97,107
162,87
84,96
117,53
186,190
15,182
47,11
187,36
86,160
136,158
129,151
92,168
134,53
157,84
164,196
25,141
22,184
174,6
72,86
175,122
19,123
26,196
43,81
141,181
164,198
126,151
71,59
144,144
89,12
28,10
75,186
119,92
157,193
32,193
134,34
24,158
47,78
128,18
134,176
167,79
13,12
14,78
93,44
187,10
46,79
18,79
138,85
90,136
146,137
72,178
12,98
136,82
96,49
101,45
28,28
178,189
169,192
42,81
31,23
77,98
173,18
182,111
88,125
130,65
174,191
100,48
139,151
47,8
127,173
166,81
101,129
73,192
37,88
159,133
92,137
38,81
30,61
22,85
130,181
123,159
162,62
177,109
22,113
142,155
177,9
26,135
177,31
137,187
44,196
48,7
135,190
132,169
33,189
96,128
153,191
177,119
100,38
184,114
36,191
49,86
183,102
163,83
15,178
168,127
80,171
15,85
138,170
156,196
98,20
93,173
24,137
41,77
38,56
94,36
11,161
163,59
160,131
87,141
33,64
143,84
179,195
177,188
59,193
162,193
11,80
41,45
91,174
14,106
19,185
27,85
35,65
51,185
127,157
145,185
81,7
134,146
38,6
45,50
178,188
126,183
172,81
36,35
173,87
142,152
19,119
94,160
67,21
101,43
34,86
68,56
27,78
30,78
182,184
72,85
159,11
103,142
55,187
82,169
92,19
85,125
186,93
124,160
91,166
11,185
87,117
177,91
24,8
132,78
142,181
152,197
12,188
25,79
193,44
47,195
19,180
113,52
136,36
94,106
69,21
178,31
17,176
72,13
24,98
42,35
19,78
179,187
92,148
188,10
13,96
173,123
147,135
149,83
23,17
84,185
166,62
102,142
22,129
14,79
99,143
136,153
135,40
18,116
40,11
133,40
17,13
81,94
135,14
88,176
127,63
34,197
23,192
25,129
20,137
12,143
91,62
119,89
168,82
41,56
182,182
171,62
123,57
91,108
22,89
175,185
87,170
70,92
147,88
147,85
13,161
130,50
162,88
